TIME;GEO;GEO_LABEL;MED_AGE_MOTHER;TOT_FER_RT;NET_MIGRAT_RT;BIRTH_RT;DEATH_RT;INF_MORT_RT;GDP_HAB_INDEX;EDU_LOW;EDU_HIGH;MED_AGE_MOTHER_DIFF;TOT_FER_RT_DIFF;NET_MIGRAT_RT_DIFF;BIRTH_RT_DIFF;DEATH_RT_DIFF;INF_MORT_RT_DIFF;GDP_HAB_INDEX_DIFF;EDU_LOW_DIFF;EDU_HIGH_DIFF;MIG_CHANGE
2010;FRM0;Corse;30.2;1.62;15.3;9.6;9.5;4.3;0;0;0;0;-0.02;2.7;-0.2;0.2;1.6;NAN;NAN;NAN;LOWER
2011;FRM0;Corse;30.1;1.64;5.3;9.8;9.4;3.6;0;0;0;-0.1;0.02;-10;0.2;-0.1;-0.7;NAN;NAN;NAN;HIGHER
2012;FRM0;Corse;30.4;1.57;12.1;9.5;9.2;1.3;0;0;0;0.3;-0.07;6.8;-0.3;-0.2;-2.3;NAN;NAN;NAN;HIGHER
2013;FRM0;Corse;30.2;1.5;12.8;9;9.4;3.4;0;25.7;15.8;-0.2;-0.07;0.7;-0.5;0.2;2.1;NAN;NAN;NAN;LOWER
2014;FRM0;Corse;30.8;1.52;9.6;9.2;9.4;3.7;0;20.1;14.3;0.6;0.02;-3.2;0.2;0;0.3;NAN;-5.6;-1.5;HIGHER
2015;FRM0;Corse;30.6;1.46;10.4;8.7;9.4;3.8;92;7.2;53;-0.2;-0.06;0.8;-0.5;0;0.1;NAN;-12.9;38.7;LOWER
2016;FRM0;Corse;30.9;1.47;9.8;8.8;9.3;3.4;92;8;48.6;0.3;0.01;-0.6;0.1;-0.1;-0.4;0;0.8;-4.4;LOWER
2017;FRM0;Corse;31.1;1.46;9.5;8.7;9.4;5.8;92;24.6;32.1;0.2;-0.01;-0.3;-0.1;0.1;2.4;0;16.6;-16.5;UNKNOWN
2014;FRY;RUP FR - Régions ultrapériphériques françaises;28.8;2.7;-2.9;17.7;5.8;7.6;0;31.4;29.5;0.1;NAN;NAN;NAN;NAN;0.2;NAN;NAN;NAN;LOWER
2015;FRY;RUP FR - Régions ultrapériphériques françaises;28.7;2.79;-6.8;18.1;5.6;7.4;70;29.1;30;-0.1;0.09;-3.9;0.4;-0.2;-0.2;NAN;-2.3;0.5;HIGHER
2016;FRY;RUP FR - Régions ultrapériphériques françaises;28.6;2.83;-4.8;18.2;6;8.8;71;29.3;28;-0.1;0.04;2;0.1;0.4;1.4;1;0.2;-2;LOWER
2017;FRY;RUP FR - Régions ultrapériphériques françaises;28.7;2.85;-5.3;18.1;5.9;8.5;71;28.4;28.7;0.1;0.02;-0.5;-0.1;-0.1;-0.3;0;-0.9;0.7;UNKNOWN
2013;FRY1;Guadeloupe;30.2;2.27;-11.8;13.3;7.1;8.8;0;0;0;0.1;NAN;NAN;NAN;NAN;-1.2;NAN;NAN;NAN;HIGHER
2014;FRY1;Guadeloupe;30.1;2.27;-8.9;13.1;7.9;8.1;0;31.5;33.6;-0.1;0;2.9;-0.2;0.8;-0.7;NAN;NAN;NAN;LOWER
2015;FRY1;Guadeloupe;30.4;2.18;-14.2;12.4;7.1;8;77;25;33.6;0.3;-0.09;-5.3;-0.7;-0.8;-0.1;NAN;-6.5;0;HIGHER
2016;FRY1;Guadeloupe;30.1;2.2;-12.4;12.3;7.9;7.8;79;29.9;26.5;-0.3;0.02;1.8;-0.1;0.8;-0.2;2;4.9;-7.1;LOWER
2017;FRY1;Guadeloupe;30.2;1.98;-13;10.9;7.7;8.6;80;29.8;26;0.1;-0.22;-0.6;-1.4;-0.2;0.8;1;-0.1;-0.5;UNKNOWN
2000;FRY2;Martinique;29.8;1.99;-0.9;15.3;6.8;7.1;0;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRY2;Martinique;30.1;1.98;-0.9;15;7;7.4;0;0;0;0.3;-0.01;0;-0.3;0.2;0.3;NAN;NAN;NAN;LOWER
2002;FRY2;Martinique;30.3;1.89;-0.9;13.8;6.8;6.3;0;0;0;0.2;-0.09;0;-1.2;-0.2;-1.1;NAN;NAN;NAN;LOWER
2003;FRY2;Martinique;30.5;1.92;-1.3;13.8;6.9;6.3;0;0;0;0.2;0.03;-0.4;0;0.1;0;NAN;NAN;NAN;HIGHER
2004;FRY2;Martinique;30.5;1.91;-1.2;13.3;6.7;5.1;0;0;0;0;-0.01;0.1;-0.5;-0.2;-1.2;NAN;NAN;NAN;LOWER
2005;FRY2;Martinique;30.7;1.85;-1.7;12.7;6.6;9.3;0;0;0;0.2;-0.06;-0.5;-0.6;-0.1;4.2;NAN;NAN;NAN;LOWER
2006;FRY2;Martinique;30.6;2.04;-6.8;13.5;6.7;8.2;0;0;0;-0.1;0.19;-5.1;0.8;0.1;-1.1;NAN;NAN;NAN;HIGHER
2007;FRY2;Martinique;30.4;2.05;-6.3;13.4;7.1;8.8;0;0;0;-0.2;0.01;0.5;-0.1;0.4;0.6;NAN;NAN;NAN;LOWER
2008;FRY2;Martinique;30;2.1;-9.6;13.4;7;7.5;0;0;0;-0.4;0.05;-3.3;0;-0.1;-1.3;NAN;NAN;NAN;LOWER
2009;FRY2;Martinique;30.1;2.07;-11.7;13.1;7;9.3;0;0;0;0.1;-0.03;-2.1;-0.3;0;1.8;NAN;NAN;NAN;HIGHER
2010;FRY2;Martinique;29.6;2.02;-10;12.4;7.2;8.4;0;0;0;-0.5;-0.05;1.7;-0.7;0.2;-0.9;NAN;NAN;NAN;LOWER
2011;FRY2;Martinique;29.8;1.91;-14.5;11.5;7;8.5;0;0;0;0.2;-0.11;-4.5;-0.9;-0.2;0.1;NAN;NAN;NAN;HIGHER
2012;FRY2;Martinique;29.8;1.98;-11.5;11.5;7.3;7.4;0;0;0;0;0.07;3;0;0.3;-1.1;NAN;NAN;NAN;HIGHER
2013;FRY2;Martinique;29.6;1.91;-7.4;10.7;7.5;6.8;0;0;0;-0.2;-0.07;4.1;-0.8;0.2;-0.6;NAN;NAN;NAN;LOWER
2014;FRY2;Martinique;29.7;2.08;-10.7;11.4;8.7;5.7;0;22.4;39.2;0.1;0.17;-3.3;0.7;1.2;-1.1;NAN;NAN;NAN;LOWER
2015;FRY2;Martinique;30.1;1.94;-14;10.5;8.1;6;84;19.6;33.1;0.4;-0.14;-3.3;-0.9;-0.6;0.3;NAN;-2.8;-6.1;HIGHER
2016;FRY2;Martinique;29.7;1.9;-11.5;10.1;8.8;10.3;84;19.7;29.5;-0.4;-0.04;2.5;-0.4;0.7;4.3;0;0.1;-3.6;LOWER
2017;FRY2;Martinique;30.1;1.88;-12;9.8;8.7;11;83;17.5;31.9;0.4;-0.02;-0.5;-0.3;-0.1;0.7;-1;-2.2;2.4;UNKNOWN
2000;FRY3;Guyane;27.3;3.94;12.7;30.9;3.6;12.4;0;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRY3;Guyane;27.2;3.79;21;29.5;4.1;14;0;0;0;-0.1;-0.15;8.3;-1.4;0.5;1.6;NAN;NAN;NAN;LOWER
2002;FRY3;Guyane;27.4;3.72;19.6;29.2;3.7;10.2;0;0;0;0.2;-0.07;-1.4;-0.3;-0.4;-3.8;NAN;NAN;NAN;LOWER
2003;FRY3;Guyane;27.1;3.77;18.7;29.4;3.8;11;0;0;0;-0.3;0.05;-0.9;0.2;0.1;0.8;NAN;NAN;NAN;LOWER
2004;FRY3;Guyane;27.1;3.47;7.4;27.1;3.7;10.4;0;0;0;0;-0.3;-11.3;-2.3;-0.1;-0.6;NAN;NAN;NAN;LOWER
2005;FRY3;Guyane;27;3.79;7.2;29.6;3.5;10.7;0;0;0;-0.1;0.32;-0.2;2.5;-0.2;0.3;NAN;NAN;NAN;LOWER
2006;FRY3;Guyane;27.4;3.8;7.2;30;3.4;12.6;0;0;0;0.4;0.01;0;0.4;-0.1;1.9;NAN;NAN;NAN;LOWER
2007;FRY3;Guyane;27.2;3.73;2.5;29.5;3.2;12.1;0;0;0;-0.2;-0.07;-4.7;-0.5;-0.2;-0.5;NAN;NAN;NAN;LOWER
2008;FRY3;Guyane;27.1;3.56;-1.3;28.2;3.4;13.6;0;0;0;-0.1;-0.17;-3.8;-1.3;0.2;1.5;NAN;NAN;NAN;LOWER
2009;FRY3;Guyane;27.2;3.49;-4;27.2;3.1;10.4;0;0;0;0.1;-0.07;-2.7;-1;-0.3;-3.2;NAN;NAN;NAN;HIGHER
2010;FRY3;Guyane;27.3;3.37;13.7;26.1;3.3;10.9;0;0;0;0.1;-0.12;17.7;-1.1;0.2;0.5;NAN;NAN;NAN;LOWER
2011;FRY3;Guyane;27.5;3.41;-14.4;26.2;3;8.6;0;0;0;0.2;0.04;-28.1;0.1;-0.3;-2.3;NAN;NAN;NAN;HIGHER
2012;FRY3;Guyane;27.7;3.6;-5.6;27.3;3.3;9.8;0;0;0;0.2;0.19;8.8;1.1;0.3;1.2;NAN;NAN;NAN;HIGHER
2013;FRY3;Guyane;27.6;3.46;10.1;26.1;3.1;8;0;0;0;-0.1;-0.14;15.7;-1.2;-0.2;-1.8;NAN;NAN;NAN;LOWER
2014;FRY3;Guyane;27.7;3.43;6.7;25.7;3.1;8;0;43.5;23.5;0.1;-0.03;-3.4;-0.4;0;0;NAN;NAN;NAN;HIGHER
2015;FRY3;Guyane;27.9;3.43;13.3;25.7;3.2;8.8;58;42.8;25.8;0.2;0;6.6;0;0.1;0.8;NAN;-0.7;2.3;LOWER
2016;FRY3;Guyane;27.8;3.55;8.9;26.6;3.3;10.5;59;43.4;24.2;-0.1;0.12;-4.4;0.9;0.1;1.7;1;0.6;-1.6;LOWER
2017;FRY3;Guyane;28.2;3.82;7.9;28.5;3.4;10.4;54;46.8;25.8;0.4;0.27;-1;1.9;0.1;-0.1;-5;3.4;1.6;UNKNOWN
2000;FRY4;La Réunion;28;2.51;2.2;20.5;5.1;5.5;0;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRY4;La Réunion;28;2.45;0.7;19.7;5.2;6.9;0;0;0;0;-0.06;-1.5;-0.8;0.1;1.4;NAN;NAN;NAN;LOWER
2002;FRY4;La Réunion;28.2;2.4;0.5;19.1;5.4;6.3;0;0;0;0.2;-0.05;-0.2;-0.6;0.2;-0.6;NAN;NAN;NAN;LOWER
2003;FRY4;La Réunion;28.2;2.43;0.5;19.1;5.3;7.3;0;0;0;0;0.03;0;0;-0.1;1;NAN;NAN;NAN;HIGHER
2004;FRY4;La Réunion;28.2;2.45;0.8;19;5.1;6.6;0;0;0;0;0.02;0.3;-0.1;-0.2;-0.7;NAN;NAN;NAN;LOWER
2005;FRY4;La Réunion;28.3;2.49;-1.8;19;5.6;7.9;0;0;0;0.1;0.04;-2.6;0;0.5;1.3;NAN;NAN;NAN;HIGHER
2006;FRY4;La Réunion;28.2;2.44;2.5;18.4;5.5;6.6;0;0;0;-0.1;-0.05;4.3;-0.6;-0.1;-1.3;NAN;NAN;NAN;HIGHER
2007;FRY4;La Réunion;28.1;2.47;4.1;18.5;5;6.1;0;0;0;-0.1;0.03;1.6;0.1;-0.5;-0.5;NAN;NAN;NAN;LOWER
2008;FRY4;La Réunion;28.5;2.47;-3.3;18.4;5.1;8;0;0;0;0.4;0;-7.4;-0.1;0.1;1.9;NAN;NAN;NAN;LOWER
2009;FRY4;La Réunion;28.3;2.37;-6.6;17.5;5;7.6;0;0;0;-0.2;-0.1;-3.3;-0.9;-0.1;-0.4;NAN;NAN;NAN;HIGHER
2010;FRY4;La Réunion;28.1;2.36;-3;17.1;5.1;6.6;0;0;0;-0.2;-0.01;3.6;-0.4;0.1;-1;NAN;NAN;NAN;LOWER
2011;FRY4;La Réunion;28.2;2.37;-5.7;17;4.8;7.7;0;0;0;0.1;0.01;-2.7;-0.1;-0.3;1.1;NAN;NAN;NAN;LOWER
2012;FRY4;La Réunion;28.4;2.43;-10.7;17.1;5;7.9;0;0;0;0.2;0.06;-5;0.1;0.2;0.2;NAN;NAN;NAN;HIGHER
2013;FRY4;La Réunion;28.3;2.41;-2.5;16.7;5.1;6.8;0;0;0;-0.1;-0.02;8.2;-0.4;0.1;-1.1;NAN;NAN;NAN;HIGHER
2014;FRY4;La Réunion;28.5;2.44;-2.1;16.6;5.1;6.7;0;30.8;26.4;0.2;0.03;0.4;-0.1;0;-0.1;NAN;NAN;NAN;LOWER
2015;FRY4;La Réunion;28.6;2.46;-8.5;16.4;5.3;6.6;74;29.6;29;0.1;0.02;-6.4;-0.2;0.2;-0.1;NAN;-1.2;2.6;HIGHER
2016;FRY4;La Réunion;28.7;2.44;-4.9;16.1;5.5;7.1;76;28.1;29.2;0.1;-0.02;3.6;-0.3;0.2;0.5;2;-1.5;0.2;LOWER
2017;FRY4;La Réunion;28.8;2.46;-5.3;15.9;5.4;6.3;76;25.6;29.5;0.1;0.02;-0.4;-0.2;-0.1;-0.8;0;-2.5;0.3;UNKNOWN
2000;HR;Croatia;27.4;0;-11.7;9.8;11.2;7.4;28;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;HR;Croatia;27.5;1.46;4.3;9.5;11.5;7.7;29;0;0;0.1;NAN;16;-0.3;0.3;0.3;1;NAN;NAN;LOWER
2002;HR;Croatia;27.5;1.42;2.4;9.3;11.7;7;31;18.1;16.2;0;-0.04;-1.9;-0.2;0.2;-0.7;2;NAN;NAN;HIGHER
2003;HR;Croatia;27.7;1.41;3.1;9.2;12.2;6.3;33;19.2;16.9;0.2;-0.01;0.7;-0.1;0.5;-0.7;2;1.1;0.7;HIGHER
2004;HR;Croatia;27.9;1.43;3.4;9.4;11.5;6.1;34;19.1;16.8;0.2;0.02;0.3;0.2;-0.7;-0.2;1;-0.1;-0.1;LOWER
2005;HR;Croatia;28.1;1.5;2.5;9.9;12;5.7;36;16.2;17.4;0.2;0.07;-0.9;0.5;0.5;-0.4;2;-2.9;0.6;LOWER
2006;HR;Croatia;28.3;1.47;2.3;9.6;11.7;5.2;38;17.2;16.7;0.2;-0.03;-0.2;-0.3;-0.3;-0.5;2;1;-0.7;LOWER
2007;HR;Croatia;28.5;1.48;2.1;9.7;12.1;5.6;39;15.9;16.8;0.2;0.01;-0.2;0.1;0.4;0.4;1;-1.3;0.1;LOWER
2008;HR;Croatia;28.7;1.55;1.4;10.1;12.1;4.5;43;14.2;18.5;0.2;0.07;-0.7;0.4;0;-1.1;4;-1.7;1.7;LOWER
2009;HR;Croatia;29;1.58;0.2;10.4;12.2;5.3;43;13.2;21.3;0.3;0.03;-1.2;0.3;0.1;0.8;0;-1;2.8;LOWER
2010;HR;Croatia;29.3;1.55;-1;10.1;12.1;4.4;41;13.5;24.5;0.3;-0.03;-1.2;-0.3;-0.1;-0.9;-2;0.3;3.2;HIGHER
2011;HR;Croatia;29.5;1.48;-0.9;9.6;11.9;4.7;40;12;23.9;0.2;-0.07;0.1;-0.5;-0.2;0.3;-1;-1.5;-0.6;LOWER
2012;HR;Croatia;29.7;1.51;-0.9;9.8;12.1;3.6;39;10.2;23.1;0.2;0.03;0;0.2;0.2;-1.1;-1;-1.8;-0.8;LOWER
2013;HR;Croatia;29.9;1.46;-1.1;9.4;11.8;4.1;38;8.8;25.6;0.2;-0.05;-0.2;-0.4;-0.3;0.5;-1;-1.4;2.5;LOWER
2014;HR;Croatia;30.1;1.46;-2.4;9.3;12;5;37;6.1;32.1;0.2;0;-1.3;-0.1;0.2;0.9;-1;-2.7;6.5;LOWER
2015;HR;Croatia;30.3;1.4;-4.3;8.9;12.9;4.1;36;6.4;30.8;0.2;-0.06;-1.9;-0.4;0.9;-0.9;-1;0.3;-1.3;LOWER
2016;HR;Croatia;30.6;1.42;-5.4;9;12.4;4.3;38;7.1;29.3;0.3;0.02;-1.1;0.1;-0.5;0.2;2;0.7;-1.5;LOWER
2017;HR;Croatia;30.8;1.42;-7.7;8.9;12.9;4;39;7.3;28.7;0.2;0;-2.3;-0.1;0.5;-0.3;1;0.2;-0.6;UNKNOWN
2000;HR0;Hrvatska;27.4;0;-11.7;9.8;11.2;7.4;28;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;HR0;Hrvatska;27.5;1.46;4.3;9.5;11.5;7.7;29;0;0;0.1;NAN;16;-0.3;0.3;0.3;1;NAN;NAN;LOWER
2002;HR0;Hrvatska;27.5;1.42;2.4;9.3;11.7;7;31;18.1;16.2;0;-0.04;-1.9;-0.2;0.2;-0.7;2;NAN;NAN;HIGHER
2003;HR0;Hrvatska;27.7;1.41;3.1;9.2;12.2;6.3;33;19.2;16.9;0.2;-0.01;0.7;-0.1;0.5;-0.7;2;1.1;0.7;HIGHER
2004;HR0;Hrvatska;27.9;1.43;3.4;9.4;11.5;6.1;34;19.1;16.8;0.2;0.02;0.3;0.2;-0.7;-0.2;1;-0.1;-0.1;LOWER
2005;HR0;Hrvatska;28.1;1.5;2.5;9.9;12;5.7;36;16.2;17.4;0.2;0.07;-0.9;0.5;0.5;-0.4;2;-2.9;0.6;LOWER
2006;HR0;Hrvatska;28.3;1.47;2.3;9.6;11.7;5.2;38;17.2;16.7;0.2;-0.03;-0.2;-0.3;-0.3;-0.5;2;1;-0.7;LOWER
2007;HR0;Hrvatska;28.5;1.48;2.1;9.7;12.1;5.6;39;15.9;16.8;0.2;0.01;-0.2;0.1;0.4;0.4;1;-1.3;0.1;LOWER
2008;HR0;Hrvatska;28.7;1.55;1.4;10.1;12.1;4.5;43;14.2;18.5;0.2;0.07;-0.7;0.4;0;-1.1;4;-1.7;1.7;LOWER
2009;HR0;Hrvatska;29;1.58;0.2;10.4;12.2;5.3;43;13.2;21.3;0.3;0.03;-1.2;0.3;0.1;0.8;0;-1;2.8;LOWER
2010;HR0;Hrvatska;29.3;1.55;-1;10.1;12.1;4.4;41;13.5;24.5;0.3;-0.03;-1.2;-0.3;-0.1;-0.9;-2;0.3;3.2;HIGHER
2011;HR0;Hrvatska;29.5;1.48;-0.9;9.6;11.9;4.7;40;12;23.9;0.2;-0.07;0.1;-0.5;-0.2;0.3;-1;-1.5;-0.6;LOWER
2012;HR0;Hrvatska;29.7;1.51;-0.9;9.8;12.1;3.6;39;10.2;23.1;0.2;0.03;0;0.2;0.2;-1.1;-1;-1.8;-0.8;LOWER
2013;HR0;Hrvatska;29.9;1.46;-1.1;9.4;11.8;4.1;38;8.8;25.6;0.2;-0.05;-0.2;-0.4;-0.3;0.5;-1;-1.4;2.5;LOWER
2014;HR0;Hrvatska;30.1;1.46;-2.4;9.3;12;5;37;6.1;32.1;0.2;0;-1.3;-0.1;0.2;0.9;-1;-2.7;6.5;LOWER
2015;HR0;Hrvatska;30.3;1.4;-4.3;8.9;12.9;4.1;36;6.4;30.8;0.2;-0.06;-1.9;-0.4;0.9;-0.9;-1;0.3;-1.3;LOWER
2016;HR0;Hrvatska;30.6;1.42;-5.4;9;12.4;4.3;38;7.1;29.3;0.3;0.02;-1.1;0.1;-0.5;0.2;2;0.7;-1.5;LOWER
2017;HR0;Hrvatska;30.8;1.42;-7.7;8.9;12.9;4;39;7.3;28.7;0.2;0;-2.3;-0.1;0.5;-0.3;1;0.2;-0.6;UNKNOWN
2001;HR03;Jadranska Hrvatska;28.1;1.47;7.5;9.5;10.7;7.7;28;0;0;0.1;NAN;NAN;NAN;NAN;0.6;1;NAN;NAN;LOWER
2002;HR03;Jadranska Hrvatska;27.9;1.44;6.2;9.2;10.8;7.6;30;0;0;-0.2;-0.03;-1.3;-0.3;0.1;-0.1;2;NAN;NAN;HIGHER
2003;HR03;Jadranska Hrvatska;28.1;1.41;6.5;9.1;11.4;5;33;0;0;0.2;-0.03;0.3;-0.1;0.6;-2.6;3;NAN;NAN;HIGHER
2004;HR03;Jadranska Hrvatska;28.3;1.47;7.4;9.4;10.5;5.3;35;0;0;0.2;0.06;0.9;0.3;-0.9;0.3;2;NAN;NAN;LOWER
2005;HR03;Jadranska Hrvatska;28.6;1.51;6.3;9.7;11.1;5.5;36;0;0;0.3;0.04;-1.1;0.3;0.6;0.2;1;NAN;NAN;LOWER
2006;HR03;Jadranska Hrvatska;28.7;1.48;6.3;9.5;10.7;5.3;37;0;0;0.1;-0.03;0;-0.2;-0.4;-0.2;1;NAN;NAN;LOWER
2007;HR03;Jadranska Hrvatska;28.9;1.48;5.1;9.6;11.1;6.2;39;9.1;18;0.2;0;-1.2;0.1;0.4;0.9;2;NAN;NAN;LOWER
2008;HR03;Jadranska Hrvatska;29;1.55;3.3;9.9;11.2;4.6;42;8.8;20.2;0.1;0.07;-1.8;0.3;0.1;-1.6;3;-0.3;2.2;LOWER
2009;HR03;Jadranska Hrvatska;29.3;1.57;1.8;10.1;11.2;4.1;41;9.7;24.5;0.3;0.02;-1.5;0.2;0;-0.5;-1;0.9;4.3;LOWER
2010;HR03;Jadranska Hrvatska;29.6;1.54;-0.5;9.9;11.2;4.6;40;9.6;26.8;0.3;-0.03;-2.3;-0.2;0;0.5;-1;-0.1;2.3;HIGHER
2011;HR03;Jadranska Hrvatska;29.7;1.46;-0.3;9.3;11.1;4.5;38;7.2;24.1;0.1;-0.08;0.2;-0.6;-0.1;-0.1;-2;-2.4;-2.7;HIGHER
2012;HR03;Jadranska Hrvatska;30;1.51;0;9.6;11.5;3.8;37;8.1;23.8;0.3;0.05;0.3;0.3;0.4;-0.7;-1;0.9;-0.3;HIGHER
2013;HR03;Jadranska Hrvatska;30.2;1.44;0.7;9.1;11.1;3.8;37;7.3;29;0.2;-0.07;NAN;-0.5;-0.4;0;0;-0.8;5.2;LOWER
2014;HR03;Jadranska Hrvatska;30.4;1.44;-0.3;9.1;11.4;4.6;36;2.4;31;0.2;0;-1;0;0.3;0.8;-1;-4.9;2;LOWER
2015;HR03;Jadranska Hrvatska;30.5;1.4;-2.1;8.7;12.4;4.1;35;2.7;31.3;0.1;-0.04;-1.8;-0.4;1;-0.5;-1;0.3;0.3;HIGHER
2016;HR03;Jadranska Hrvatska;30.8;1.41;-1.7;8.7;12;4.2;37;3.9;26;0.3;0.01;0.4;0;-0.4;0.1;2;1.2;-5.3;LOWER
2017;HR03;Jadranska Hrvatska;31;1.39;-2.4;8.5;12.7;4.6;38;5.2;28.2;0.2;-0.02;-0.7;-0.2;0.7;0.4;1;1.3;2.2;UNKNOWN
2001;HR04;Kontinentalna Hrvatska;27.3;1.45;2.8;9.6;11.9;7.7;30;0;0;0.1;NAN;NAN;NAN;NAN;0.2;2;NAN;NAN;LOWER
2002;HR04;Kontinentalna Hrvatska;27.4;1.42;0.6;9.3;12.2;6.8;32;0;0;0.1;-0.03;-2.2;-0.3;0.3;-0.9;2;NAN;NAN;HIGHER
2003;HR04;Kontinentalna Hrvatska;27.5;1.41;1.4;9.3;12.6;6.9;33;0;0;0.1;-0.01;0.8;0;0.4;0.1;1;NAN;NAN;HIGHER
2004;HR04;Kontinentalna Hrvatska;27.7;1.41;1.5;9.3;12;6.4;34;0;0;0.2;0;0.1;0;-0.6;-0.5;1;NAN;NAN;LOWER
2005;HR04;Kontinentalna Hrvatska;27.9;1.5;0.7;9.9;12.4;5.8;36;0;0;0.2;0.09;-0.8;0.6;0.4;-0.6;2;NAN;NAN;LOWER
2006;HR04;Kontinentalna Hrvatska;28.1;1.46;0.4;9.7;12.2;5.1;38;0;0;0.2;-0.04;-0.3;-0.2;-0.2;-0.7;2;NAN;NAN;HIGHER
2007;HR04;Kontinentalna Hrvatska;28.4;1.48;0.6;9.8;12.7;5.3;39;19.2;16.2;0.3;0.02;0.2;0.1;0.5;0.2;1;NAN;NAN;LOWER
2008;HR04;Kontinentalna Hrvatska;28.5;1.55;0.5;10.2;12.6;4.4;43;16.8;17.7;0.1;0.07;-0.1;0.4;-0.1;-0.9;4;-2.4;1.5;LOWER
2009;HR04;Kontinentalna Hrvatska;28.8;1.59;-0.6;10.5;12.6;5.8;43;14.9;19.7;0.3;0.04;-1.1;0.3;0;1.4;0;-1.9;2;LOWER
2010;HR04;Kontinentalna Hrvatska;29.1;1.55;-1.2;10.2;12.6;4.4;42;15.3;23.4;0.3;-0.04;-0.6;-0.3;0;-1.4;-1;0.4;3.7;LOWER
2011;HR04;Kontinentalna Hrvatska;29.3;1.49;-1.3;9.8;12.3;4.7;41;14.3;23.8;0.2;-0.06;-0.1;-0.4;-0.3;0.3;-1;-1;0.4;LOWER
2012;HR04;Kontinentalna Hrvatska;29.5;1.52;-1.4;9.9;12.4;3.5;39;11.2;22.7;0.2;0.03;-0.1;0.1;0.1;-1.2;-2;-3.1;-1.1;LOWER
2013;HR04;Kontinentalna Hrvatska;29.8;1.47;-2;9.5;12.2;4.2;39;9.5;24;0.3;-0.05;-0.6;-0.4;-0.2;0.7;0;-1.7;1.3;LOWER
2014;HR04;Kontinentalna Hrvatska;30;1.47;-3.5;9.5;12.3;5.2;38;7.8;32.7;0.2;0;-1.5;0;0.1;1;-1;-1.7;8.7;LOWER
2015;HR04;Kontinentalna Hrvatska;30.2;1.4;-5.4;9;13.1;4.1;37;8.2;30.5;0.2;-0.07;-1.9;-0.5;0.8;-1.1;-1;0.4;-2.2;LOWER
2016;HR04;Kontinentalna Hrvatska;30.5;1.43;-7.2;9.1;12.5;4.3;39;8.7;30.9;0.3;0.03;-1.8;0.1;-0.6;0.2;2;0.5;0.4;LOWER
2017;HR04;Kontinentalna Hrvatska;30.7;1.43;-10.4;9;13.1;3.8;40;8.3;28.9;0.2;0;-3.2;-0.1;0.6;-0.5;1;-0.4;-2;UNKNOWN
2000;HU;Hungary;26.6;1.32;1.6;9.6;13.3;9.2;25;18.6;14.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;HU;Hungary;27;1.31;1;9.5;13;8.1;29;19.6;14.8;0.4;-0.01;-0.6;-0.1;-0.3;-1.1;4;1;0;LOWER
2002;HU;Hungary;27.4;1.3;0.3;9.5;13.1;7.2;33;19.8;14.4;0.4;-0.01;-0.7;0;0.1;-0.9;4;0.2;-0.4;HIGHER
2003;HU;Hungary;27.8;1.27;1.5;9.3;13.4;7.3;35;18.1;16.3;0.4;-0.03;1.2;-0.2;0.3;0.1;2;-1.7;1.9;HIGHER
2004;HU;Hungary;28.3;1.28;1.8;9.4;13.1;6.6;37;16.6;18.5;0.5;0.01;0.3;0.1;-0.3;-0.7;2;-1.5;2.2;LOWER
2005;HU;Hungary;28.7;1.31;1.7;9.7;13.5;6.2;38;15.7;17.9;0.4;0.03;-0.1;0.3;0.4;-0.4;1;-0.9;-0.6;HIGHER
2006;HU;Hungary;29.1;1.34;2.1;9.9;13.1;5.7;37;14.4;19.4;0.4;0.03;0.4;0.2;-0.4;-0.5;-1;-1.3;1.5;LOWER
2007;HU;Hungary;29.5;1.32;1.4;9.7;13.2;5.9;39;15.4;20.6;0.4;-0.02;-0.7;-0.2;0.1;0.2;2;1;1.2;HIGHER
2008;HU;Hungary;29.7;1.35;1.6;9.9;13;5.6;41;14.9;22.8;0.2;0.03;0.2;0.2;-0.2;-0.3;2;-0.5;2.2;HIGHER
2009;HU;Hungary;30;1.32;1.7;9.6;13;5.1;38;14.5;24;0.3;-0.03;0.1;-0.3;0;-0.5;-3;-0.4;1.2;LOWER
2010;HU;Hungary;30.3;1.25;1.2;9;13;5.3;39;13.6;26.1;0.3;-0.07;-0.5;-0.6;0;0.2;1;-0.9;2.1;HIGHER
2011;HU;Hungary;30.5;1.26;1.3;8.8;12.9;4.9;39;12.9;28.2;0.2;0.01;0.1;-0.2;-0.1;-0.4;0;-0.7;2.1;HIGHER
2012;HU;Hungary;30.6;1.34;1.6;9.1;13;4.9;38;12.8;29.8;0.1;0.08;0.3;0.3;0.1;0;-1;-0.1;1.6;LOWER
